Test_Time(s),Voltage(V),Current(A),remaining capacity,maximum capacity
0.0,4.0814,-1.3005,1.9959211388888891,1.9959211388888891
1.0,4.063,-1.3,1.995559888888889,1.9959211388888891
2.0,4.0596,-1.3001,1.995198777777778,1.9959211388888891
3.0,4.057,-1.3,1.994837638888889,1.9959211388888891
4.0,4.0548,-1.3,1.994476527777778,1.9959211388888891
5.0,4.0531,-1.3,1.9941154166666668,1.9959211388888891
6.0,4.0512,-1.2999,1.9937543055555558,1.9959211388888891
7.0,4.0498,-1.3,1.9933932222222224,1.9959211388888891
8.0,4.0484,-1.3001,1.9930321111111113,1.9959211388888891
9.0,4.047,-1.3001,1.9926709722222224,1.9959211388888891
10.0,4.0453,-1.3,1.9923098333333336,1.9959211388888891
11.0,4.0444,-1.2999,1.9919487222222225,1.9959211388888891
12.0,4.0433,-1.3001,1.9915876388888891,1.9959211388888891
13.0,4.0421,-1.3,1.9912265000000002,1.9959211388888891
14.0,4.0407,-1.3002,1.9908653888888892,1.9959211388888891
15.0,4.0398,-1.3,1.9905042222222225,1.9959211388888891
16.0,4.0386,-1.3,1.9901431111111114,1.9959211388888891
17.0,4.0379,-1.3001,1.9897820000000002,1.9959211388888891
18.0,4.0368,-1.3001,1.9894208611111113,1.9959211388888891
19.0,4.0357,-1.3,1.9890597222222224,1.9959211388888891
20.0,4.0349,-1.3001,1.9886986111111113,1.9959211388888891
21.0,4.0341,-1.3001,1.9883374722222225,1.9959211388888891
22.0,4.0329,-1.3001,1.9879763333333336,1.9959211388888891
23.0,4.0323,-1.3001,1.9876151944444447,1.9959211388888891
24.0,4.0316,-1.3001,1.9872540555555558,1.9959211388888891
25.0,4.0308,-1.3,1.986892916666667,1.9959211388888891
26.0,4.0299,-1.3001,1.9865318055555559,1.9959211388888891
27.0,4.0292,-1.3002,1.986170666666667,1.9959211388888891
28.0,4.0281,-1.3001,1.9858095000000002,1.9959211388888891
29.0,4.0277,-1.3,1.9854483611111113,1.9959211388888891
30.0,4.0269,-1.3001,1.9850872500000003,1.9959211388888891
31.0,4.026,-1.3,1.9847261111111114,1.9959211388888891
32.0,4.0252,-1.3,1.9843650000000002,1.9959211388888891
33.0,4.0244,-1.2999,1.9840038888888891,1.9959211388888891
34.0,4.0239,-1.3001,1.9836428055555557,1.9959211388888891
35.0,4.0232,-1.3,1.9832816666666668,1.9959211388888891
36.0,4.0225,-1.3,1.9829205555555558,1.9959211388888891
37.0,4.0219,-1.3,1.9825594444444448,1.9959211388888891
38.0,4.021,-1.3,1.9821983333333335,1.9959211388888891
39.0,4.0206,-1.3,1.9818372222222225,1.9959211388888891
40.0,4.0196,-1.3,1.9814761111111114,1.9959211388888891
41.0,4.019,-1.3,1.9811150000000002,1.9959211388888891
42.0,4.0186,-1.3,1.9807538888888891,1.9959211388888891
43.0,4.018,-1.3001,1.980392777777778,1.9959211388888891
44.0,4.0172,-1.3,1.9800316388888892,1.9959211388888891
45.0,4.0168,-1.2999,1.979670527777778,1.9959211388888891
46.0,4.0161,-1.3,1.9793094444444446,1.9959211388888891
47.0,4.0155,-1.3,1.9789483333333335,1.9959211388888891
48.0,4.0148,-1.3,1.9785872222222225,1.9959211388888891
49.0,4.0144,-1.3,1.9782261111111112,1.9959211388888891
50.0,4.0135,-1.3001,1.9778650000000002,1.9959211388888891
51.0,4.0128,-1.3,1.9775038611111113,1.9959211388888891
52.0,4.0125,-1.3,1.9771427500000003,1.9959211388888891
53.0,4.0119,-1.3,1.976781638888889,1.9959211388888891
54.0,4.0115,-1.3001,1.976420527777778,1.9959211388888891
55.0,4.0108,-1.3001,1.976059388888889,1.9959211388888891
56.0,4.0102,-1.3001,1.9756982500000002,1.9959211388888891
57.0,4.0098,-1.3,1.9753371111111113,1.9959211388888891
58.0,4.0092,-1.3,1.9749760000000003,1.9959211388888891
59.0,4.0087,-1.3,1.974614888888889,1.9959211388888891
60.0,4.008,-1.3,1.974253777777778,1.9959211388888891
61.0,4.0075,-1.3,1.973892666666667,1.9959211388888891
62.0,4.007,-1.3001,1.9735315555555557,1.9959211388888891
63.0,4.0064,-1.3001,1.9731704166666668,1.9959211388888891
64.0,4.006,-1.3001,1.972809277777778,1.9959211388888891
65.0,4.0055,-1.3001,1.972448138888889,1.9959211388888891
66.0,4.005,-1.3001,1.9720870000000001,1.9959211388888891
67.0,4.0046,-1.3001,1.9717258611111113,1.9959211388888891
68.0,4.0039,-1.3,1.9713647222222224,1.9959211388888891
69.0,4.0033,-1.2999,1.9710036111111113,1.9959211388888891
70.0,4.0029,-1.3,1.970642527777778,1.9959211388888891
71.0,4.0025,-1.3,1.970281416666667,1.9959211388888891
72.0,4.0021,-1.3,1.9699203055555559,1.9959211388888891
73.0,4.0016,-1.3,1.9695591944444446,1.9959211388888891
74.0,4.0012,-1.3,1.9691980833333336,1.9959211388888891
75.0,4.0006,-1.3001,1.9688369722222225,1.9959211388888891
76.0,4.0001,-1.3,1.9684758333333336,1.9959211388888891
77.0,3.9999,-1.3,1.9681147222222224,1.9959211388888891
78.0,3.9993,-1.3,1.9677536111111114,1.9959211388888891
79.0,3.9989,-1.3,1.9673925000000003,1.9959211388888891
80.0,3.9983,-1.3001,1.967031388888889,1.9959211388888891
81.0,3.9979,-1.3,1.9666702500000002,1.9959211388888891
82.0,3.9974,-1.3,1.9663091388888891,1.9959211388888891
83.0,3.997,-1.3,1.965948027777778,1.9959211388888891
84.0,3.9965,-1.3,1.9655869166666669,1.9959211388888891
85.0,3.9962,-1.3001,1.9652258055555558,1.9959211388888891
