Test_Time(s),Voltage(V),Current(A),remaining capacity,maximum capacity
0.0,4.0147,-1.3005,1.2611962500000002,1.2611962500000002
1.0,3.9912,-1.3001,1.2608350000000002,1.2611962500000002
2.0,3.9854,-1.3002,1.2604738611111113,1.2611962500000002
3.0,3.9812,-1.3004,1.2601126944444447,1.2611962500000002
4.0,3.9777,-1.3002,1.2597514722222225,1.2611962500000002
5.0,3.9747,-1.3002,1.2593903055555558,1.2611962500000002
6.0,3.9723,-1.3002,1.2590291388888892,1.2611962500000002
7.0,3.9697,-1.3002,1.2586679722222225,1.2611962500000002
8.0,3.9677,-1.3002,1.2583068055555557,1.2611962500000002
9.0,3.9655,-1.3002,1.2579456388888892,1.2611962500000002
10.0,3.9632,-1.3003,1.2575844722222225,1.2611962500000002
11.0,3.9615,-1.3001,1.257223277777778,1.2611962500000002
12.0,3.9598,-1.3002,1.2568621388888892,1.2611962500000002
13.0,3.9583,-1.3003,1.2565009722222225,1.2611962500000002
14.0,3.9566,-1.3001,1.256139777777778,1.2611962500000002
15.0,3.9549,-1.3002,1.2557786388888892,1.2611962500000002
16.0,3.9532,-1.3002,1.2554174722222224,1.2611962500000002
17.0,3.9519,-1.3002,1.2550563055555557,1.2611962500000002
18.0,3.9504,-1.3003,1.2546951388888892,1.2611962500000002
19.0,3.949,-1.3002,1.2543339444444448,1.2611962500000002
20.0,3.9478,-1.3002,1.253972777777778,1.2611962500000002
21.0,3.9464,-1.3002,1.2536116111111113,1.2611962500000002
22.0,3.9451,-1.3002,1.2532504444444448,1.2611962500000002
23.0,3.944,-1.3003,1.252889277777778,1.2611962500000002
24.0,3.9425,-1.3002,1.2525280833333337,1.2611962500000002
25.0,3.9415,-1.3002,1.252166916666667,1.2611962500000002
26.0,3.9403,-1.3003,1.2518057500000002,1.2611962500000002
27.0,3.9396,-1.3001,1.2514445555555558,1.2611962500000002
28.0,3.9379,-1.3002,1.251083416666667,1.2611962500000002
29.0,3.937,-1.3002,1.2507222500000001,1.2611962500000002
30.0,3.9356,-1.3002,1.2503610833333336,1.2611962500000002
31.0,3.9347,-1.3003,1.2499999166666669,1.2611962500000002
32.0,3.9335,-1.3003,1.2496387222222225,1.2611962500000002
33.0,3.9327,-1.3002,1.2492775277777781,1.2611962500000002
34.0,3.9314,-1.3003,1.2489163611111114,1.2611962500000002
35.0,3.9306,-1.3002,1.248555166666667,1.2611962500000002
36.0,3.9298,-1.3002,1.2481940000000002,1.2611962500000002
37.0,3.9287,-1.3001,1.2478328333333335,1.2611962500000002
38.0,3.9277,-1.3002,1.2474716944444446,1.2611962500000002
39.0,3.9265,-1.3002,1.247110527777778,1.2611962500000002
40.0,3.9257,-1.3002,1.2467493611111113,1.2611962500000002
41.0,3.9248,-1.3001,1.2463881944444446,1.2611962500000002
42.0,3.9238,-1.3002,1.2460270555555557,1.2611962500000002
43.0,3.923,-1.3002,1.2456658888888892,1.2611962500000002
44.0,3.9219,-1.3002,1.2453047222222224,1.2611962500000002
45.0,3.9207,-1.3002,1.2449435555555557,1.2611962500000002
46.0,3.9201,-1.3003,1.2445823888888892,1.2611962500000002
47.0,3.9193,-1.3002,1.2442211944444448,1.2611962500000002
48.0,3.9185,-1.3003,1.243860027777778,1.2611962500000002
49.0,3.9175,-1.3002,1.2434988333333337,1.2611962500000002
50.0,3.9164,-1.3002,1.243137666666667,1.2611962500000002
51.0,3.9158,-1.3003,1.2427765000000002,1.2611962500000002
52.0,3.9148,-1.3002,1.2424153055555558,1.2611962500000002
53.0,3.9139,-1.3002,1.242054138888889,1.2611962500000002
54.0,3.9134,-1.3002,1.2416929722222225,1.2611962500000002
55.0,3.9123,-1.3003,1.2413318055555558,1.2611962500000002
56.0,3.9114,-1.3003,1.2409706111111114,1.2611962500000002
57.0,3.9107,-1.3002,1.2406094166666668,1.2611962500000002
58.0,3.91,-1.3001,1.2402482500000003,1.2611962500000002
59.0,3.9089,-1.3002,1.2398871111111114,1.2611962500000002
60.0,3.9082,-1.3003,1.2395259444444446,1.2611962500000002
61.0,3.9073,-1.3002,1.2391647500000003,1.2611962500000002
62.0,3.9065,-1.3002,1.2388035833333335,1.2611962500000002
63.0,3.9059,-1.3002,1.238442416666667,1.2611962500000002
64.0,3.9048,-1.3002,1.2380812500000002,1.2611962500000002
65.0,3.9043,-1.3002,1.2377200833333335,1.2611962500000002
66.0,3.9033,-1.3002,1.237358916666667,1.2611962500000002
67.0,3.9024,-1.3002,1.2369977500000002,1.2611962500000002
68.0,3.9018,-1.3003,1.2366365833333335,1.2611962500000002
69.0,3.9011,-1.3002,1.236275388888889,1.2611962500000002
70.0,3.9005,-1.3003,1.2359142222222224,1.2611962500000002
71.0,3.8996,-1.3002,1.235553027777778,1.2611962500000002
72.0,3.8989,-1.3003,1.2351918611111115,1.2611962500000002
73.0,3.8979,-1.3002,1.2348306666666669,1.2611962500000002
74.0,3.8972,-1.3002,1.2344695000000003,1.2611962500000002
75.0,3.8964,-1.3001,1.2341083333333336,1.2611962500000002
76.0,3.8959,-1.3002,1.2337471944444447,1.2611962500000002
77.0,3.8948,-1.3002,1.233386027777778,1.2611962500000002
78.0,3.8942,-1.3001,1.2330248611111114,1.2611962500000002
79.0,3.8934,-1.3002,1.2326637222222225,1.2611962500000002
80.0,3.8927,-1.3002,1.2323025555555558,1.2611962500000002
81.0,3.8919,-1.3002,1.231941388888889,1.2611962500000002
82.0,3.8913,-1.3002,1.2315802222222225,1.2611962500000002
83.0,3.8905,-1.3002,1.2312190555555558,1.2611962500000002
84.0,3.8898,-1.3002,1.230857888888889,1.2611962500000002
85.0,3.8892,-1.3001,1.2304967222222225,1.2611962500000002
86.0,3.8886,-1.3003,1.2301355833333336,1.2611962500000002
87.0,3.8879,-1.3002,1.2297743888888892,1.2611962500000002
88.0,3.887,-1.3001,1.2294132222222225,1.2611962500000002
89.0,3.8862,-1.3002,1.2290520833333336,1.2611962500000002
90.0,3.8855,-1.3001,1.2286909166666669,1.2611962500000002
91.0,3.8847,-1.3002,1.228329777777778,1.2611962500000002
92.0,3.8841,-1.3002,1.2279686111111114,1.2611962500000002
93.0,3.8834,-1.3002,1.2276074444444447,1.2611962500000002
94.0,3.8829,-1.3003,1.227246277777778,1.2611962500000002
95.0,3.8821,-1.3003,1.2268850833333336,1.2611962500000002
96.0,3.8812,-1.3004,1.2265238888888892,1.2611962500000002
97.0,3.8807,-1.3002,1.226162666666667,1.2611962500000002
98.0,3.8799,-1.3002,1.2258015000000002,1.2611962500000002
99.0,3.8795,-1.3002,1.2254403333333335,1.2611962500000002
100.0,3.8785,-1.3002,1.225079166666667,1.2611962500000002
101.0,3.8781,-1.3001,1.2247180000000002,1.2611962500000002
102.0,3.8771,-1.3002,1.2243568611111113,1.2611962500000002
103.0,3.8766,-1.3002,1.2239956944444446,1.2611962500000002
104.0,3.876,-1.3001,1.223634527777778,1.2611962500000002
105.0,3.8753,-1.3003,1.2232733888888891,1.2611962500000002
106.0,3.8747,-1.3002,1.2229121944444448,1.2611962500000002
107.0,3.8739,-1.3002,1.222551027777778,1.2611962500000002
108.0,3.8732,-1.3002,1.2221898611111113,1.2611962500000002
109.0,3.8726,-1.3002,1.2218286944444448,1.2611962500000002
110.0,3.8719,-1.3002,1.221467527777778,1.2611962500000002
111.0,3.8712,-1.3002,1.2211063611111113,1.2611962500000002
112.0,3.8705,-1.3003,1.2207451944444447,1.2611962500000002
113.0,3.8702,-1.3002,1.2203840000000001,1.2611962500000002
114.0,3.8694,-1.3003,1.2200228333333336,1.2611962500000002
115.0,3.8687,-1.3002,1.2196616388888892,1.2611962500000002
116.0,3.868,-1.3002,1.2193004722222225,1.2611962500000002
117.0,3.8675,-1.3001,1.2189393055555557,1.2611962500000002
118.0,3.8666,-1.3003,1.2185781666666669,1.2611962500000002
119.0,3.8662,-1.3002,1.2182169722222225,1.2611962500000002
120.0,3.8653,-1.3002,1.2178558055555557,1.2611962500000002
121.0,3.8647,-1.3002,1.2174946388888892,1.2611962500000002
122.0,3.8639,-1.3002,1.2171334722222225,1.2611962500000002
123.0,3.8635,-1.3002,1.2167723055555557,1.2611962500000002
124.0,3.8629,-1.3003,1.2164111388888892,1.2611962500000002
125.0,3.8623,-1.3002,1.2160499444444446,1.2611962500000002
126.0,3.8615,-1.3002,1.215688777777778,1.2611962500000002
127.0,3.861,-1.3002,1.2153276111111113,1.2611962500000002
128.0,3.8602,-1.3002,1.2149664444444448,1.2611962500000002
129.0,3.8599,-1.3001,1.214605277777778,1.2611962500000002
130.0,3.859,-1.3002,1.2142441388888892,1.2611962500000002
131.0,3.8583,-1.3001,1.2138829722222224,1.2611962500000002
132.0,3.8579,-1.3002,1.2135218333333335,1.2611962500000002
133.0,3.8571,-1.3001,1.213160666666667,1.2611962500000002
134.0,3.8566,-1.3002,1.212799527777778,1.2611962500000002
135.0,3.856,-1.3003,1.2124383611111114,1.2611962500000002
136.0,3.8553,-1.3001,1.212077166666667,1.2611962500000002
137.0,3.8546,-1.3002,1.211716027777778,1.2611962500000002
138.0,3.8542,-1.3002,1.2113548611111113,1.2611962500000002
139.0,3.8536,-1.3002,1.2109936944444446,1.2611962500000002
140.0,3.853,-1.3002,1.210632527777778,1.2611962500000002
141.0,3.8522,-1.3003,1.2102713611111113,1.2611962500000002
142.0,3.8516,-1.3003,1.209910166666667,1.2611962500000002
143.0,3.8511,-1.3003,1.2095489722222224,1.2611962500000002
144.0,3.8505,-1.3002,1.209187777777778,1.2611962500000002
145.0,3.8498,-1.3002,1.2088266111111114,1.2611962500000002
146.0,3.8493,-1.3002,1.2084654444444447,1.2611962500000002
147.0,3.8488,-1.3002,1.208104277777778,1.2611962500000002
148.0,3.8484,-1.3003,1.2077431111111114,1.2611962500000002
149.0,3.8476,-1.3003,1.2073819166666668,1.2611962500000002
150.0,3.8468,-1.3003,1.2070207222222225,1.2611962500000002
151.0,3.8462,-1.3003,1.206659527777778,1.2611962500000002
152.0,3.8457,-1.3002,1.2062983333333335,1.2611962500000002
153.0,3.8451,-1.3002,1.205937166666667,1.2611962500000002
154.0,3.8445,-1.3003,1.2055760000000002,1.2611962500000002
155.0,3.8439,-1.3002,1.2052148055555558,1.2611962500000002
156.0,3.8431,-1.3003,1.204853638888889,1.2611962500000002
157.0,3.8428,-1.3002,1.2044924444444447,1.2611962500000002
158.0,3.8423,-1.3002,1.204131277777778,1.2611962500000002
159.0,3.8416,-1.3002,1.2037701111111114,1.2611962500000002
160.0,3.841,-1.3003,1.2034089444444447,1.2611962500000002
161.0,3.8404,-1.3002,1.2030477500000003,1.2611962500000002
162.0,3.8397,-1.3003,1.2026865833333336,1.2611962500000002
163.0,3.8391,-1.3002,1.2023253888888892,1.2611962500000002
164.0,3.8386,-1.3003,1.2019642222222224,1.2611962500000002
165.0,3.8381,-1.3002,1.201603027777778,1.2611962500000002
166.0,3.8373,-1.3002,1.2012418611111113,1.2611962500000002
167.0,3.8368,-1.3002,1.2008806944444448,1.2611962500000002
168.0,3.8363,-1.3002,1.200519527777778,1.2611962500000002
169.0,3.8357,-1.3003,1.2001583611111113,1.2611962500000002
170.0,3.8354,-1.3002,1.199797166666667,1.2611962500000002
171.0,3.8345,-1.3003,1.1994360000000002,1.2611962500000002
172.0,3.8341,-1.3002,1.1990748055555558,1.2611962500000002
173.0,3.8334,-1.3002,1.198713638888889,1.2611962500000002
174.0,3.8326,-1.3002,1.1983524722222225,1.2611962500000002
175.0,3.8323,-1.3002,1.1979913055555558,1.2611962500000002
176.0,3.8318,-1.3003,1.197630138888889,1.2611962500000002
177.0,3.8314,-1.3002,1.1972689444444446,1.2611962500000002
178.0,3.8307,-1.3001,1.1969077777777781,1.2611962500000002
