Test_Time(s),Voltage(V),Current(A),remaining capacity,maximum capacity
0.0,4.0216,-1.2998,1.1818040277777777,1.1818040277777777
1.0,3.9913,-1.2999,1.1814429722222222,1.1818040277777777
2.0,3.9858,-1.2998,1.1810818888888888,1.1818040277777777
3.0,3.9821,-1.3,1.1807208333333332,1.1818040277777777
4.0,3.9791,-1.2998,1.1803597222222222,1.1818040277777777
5.0,3.9765,-1.2998,1.1799986666666666,1.1818040277777777
6.0,3.9743,-1.2997,1.179637611111111,1.1818040277777777
7.0,3.972,-1.2998,1.1792765833333332,1.1818040277777777
8.0,3.9699,-1.3001,1.1789155277777776,1.1818040277777777
9.0,3.9684,-1.3,1.1785543888888887,1.1818040277777777
10.0,3.9663,-1.2999,1.1781932777777777,1.1818040277777777
11.0,3.965,-1.2999,1.1778321944444443,1.1818040277777777
12.0,3.9633,-1.2998,1.1774711111111111,1.1818040277777777
13.0,3.962,-1.3,1.1771100555555556,1.1818040277777777
14.0,3.9604,-1.2999,1.1767489444444443,1.1818040277777777
15.0,3.959,-1.2999,1.176387861111111,1.1818040277777777
16.0,3.9574,-1.2999,1.1760267777777778,1.1818040277777777
17.0,3.9563,-1.3,1.1756656944444444,1.1818040277777777
18.0,3.955,-1.3,1.1753045833333333,1.1818040277777777
19.0,3.9538,-1.3,1.174943472222222,1.1818040277777777
20.0,3.9523,-1.2997,1.174582361111111,1.1818040277777777
21.0,3.9513,-1.2999,1.1742213333333333,1.1818040277777777
22.0,3.9503,-1.2999,1.17386025,1.1818040277777777
23.0,3.9489,-1.2998,1.1734991666666665,1.1818040277777777
24.0,3.948,-1.2999,1.173138111111111,1.1818040277777777
25.0,3.9467,-1.2999,1.1727770277777778,1.1818040277777777
26.0,3.9457,-1.2999,1.1724159444444444,1.1818040277777777
27.0,3.9446,-1.3,1.172054861111111,1.1818040277777777
28.0,3.9431,-1.2997,1.17169375,1.1818040277777777
29.0,3.9426,-1.2999,1.171332722222222,1.1818040277777777
30.0,3.9414,-1.3,1.1709716388888889,1.1818040277777777
31.0,3.9403,-1.3,1.1706105277777776,1.1818040277777777
32.0,3.9392,-1.3,1.1702494166666666,1.1818040277777777
33.0,3.9384,-1.2998,1.1698883055555556,1.1818040277777777
34.0,3.9374,-1.3,1.16952725,1.1818040277777777
35.0,3.9366,-1.2999,1.1691661388888888,1.1818040277777777
36.0,3.9355,-1.2999,1.1688050555555556,1.1818040277777777
37.0,3.9345,-1.2999,1.1684439722222222,1.1818040277777777
38.0,3.9337,-1.3,1.1680828888888888,1.1818040277777777
39.0,3.9328,-1.2998,1.1677217777777777,1.1818040277777777
40.0,3.9318,-1.2999,1.1673607222222222,1.1818040277777777
41.0,3.9306,-1.2998,1.1669996388888888,1.1818040277777777
42.0,3.93,-1.2999,1.1666385833333333,1.1818040277777777
43.0,3.9291,-1.2999,1.1662774999999999,1.1818040277777777
