Test_Time(s),Voltage(V),Current(A),remaining capacity,maximum capacity
0.0,4.0074,-1.3002,0.8377793333333334,0.8377793333333334
1.0,3.9915,-1.3,0.8374181666666668,0.8377793333333334
2.0,3.9866,-1.3,0.8370570555555557,0.8377793333333334
3.0,3.9827,-1.3,0.8366959444444445,0.8377793333333334
4.0,3.9801,-1.3,0.8363348333333335,0.8377793333333334
5.0,3.9771,-1.3,0.8359737222222223,0.8377793333333334
6.0,3.9747,-1.3,0.8356126111111112,0.8377793333333334
7.0,3.9726,-1.3,0.8352515000000001,0.8377793333333334
8.0,3.9705,-1.3,0.834890388888889,0.8377793333333334
9.0,3.9688,-1.3,0.8345292777777779,0.8377793333333334
10.0,3.9669,-1.3,0.8341681666666667,0.8377793333333334
11.0,3.9651,-1.3,0.8338070555555557,0.8377793333333334
12.0,3.9636,-1.3,0.8334459444444445,0.8377793333333334
13.0,3.962,-1.3,0.8330848333333334,0.8377793333333334
14.0,3.9602,-1.3,0.8327237222222224,0.8377793333333334
15.0,3.9589,-1.3,0.8323626111111112,0.8377793333333334
16.0,3.9572,-1.3,0.8320015000000001,0.8377793333333334
17.0,3.956,-1.2999,0.831640388888889,0.8377793333333334
18.0,3.9544,-1.3,0.8312793055555556,0.8377793333333334
19.0,3.9532,-1.2999,0.8309181944444446,0.8377793333333334
20.0,3.9518,-1.3,0.8305571111111112,0.8377793333333334
21.0,3.9507,-1.3,0.830196,0.8377793333333334
22.0,3.9495,-1.3,0.829834888888889,0.8377793333333334
23.0,3.9478,-1.3,0.8294737777777779,0.8377793333333334
24.0,3.9468,-1.3,0.8291126666666667,0.8377793333333334
25.0,3.9455,-1.2999,0.8287515555555557,0.8377793333333334
26.0,3.9443,-1.3,0.8283904722222223,0.8377793333333334
27.0,3.9431,-1.3,0.8280293611111113,0.8377793333333334
28.0,3.9418,-1.3,0.8276682500000001,0.8377793333333334
29.0,3.9408,-1.2999,0.827307138888889,0.8377793333333334
30.0,3.9394,-1.3,0.8269460555555557,0.8377793333333334
31.0,3.9383,-1.2999,0.8265849444444445,0.8377793333333334
32.0,3.9373,-1.3,0.8262238611111112,0.8377793333333334
33.0,3.9361,-1.3,0.8258627500000001,0.8377793333333334
34.0,3.9352,-1.2999,0.8255016388888889,0.8377793333333334
35.0,3.9337,-1.3,0.8251405555555557,0.8377793333333334
36.0,3.9328,-1.2999,0.8247794444444445,0.8377793333333334
