Test_Time(s),Voltage(V),Current(A),remaining capacity,maximum capacity
0.0,4.0309,-1.3017,0.992243888888889,0.992243888888889
1.0,4.0127,-1.3,0.9918823055555557,0.992243888888889
2.0,4.0078,-1.3001,0.9915211944444446,0.992243888888889
3.0,4.0044,-1.3,0.9911600555555558,0.992243888888889
4.0,4.0008,-1.3,0.9907989444444446,0.992243888888889
5.0,3.998,-1.3001,0.9904378333333335,0.992243888888889
6.0,3.9955,-1.3,0.9900766944444446,0.992243888888889
7.0,3.9936,-1.3001,0.9897155833333334,0.992243888888889
8.0,3.9912,-1.3,0.9893544444444446,0.992243888888889
9.0,3.9889,-1.3,0.9889933333333335,0.992243888888889
10.0,3.9874,-1.3,0.9886322222222224,0.992243888888889
11.0,3.9853,-1.3,0.9882711111111112,0.992243888888889
12.0,3.9835,-1.3,0.9879100000000002,0.992243888888889
13.0,3.9818,-1.3,0.987548888888889,0.992243888888889
14.0,3.9799,-1.3001,0.9871877777777779,0.992243888888889
15.0,3.9786,-1.3,0.986826638888889,0.992243888888889
16.0,3.977,-1.2999,0.986465527777778,0.992243888888889
17.0,3.9753,-1.2999,0.9861044444444446,0.992243888888889
18.0,3.974,-1.3,0.9857433611111113,0.992243888888889
19.0,3.9726,-1.3001,0.9853822500000001,0.992243888888889
20.0,3.9713,-1.3,0.9850211111111112,0.992243888888889
21.0,3.9698,-1.2999,0.9846600000000001,0.992243888888889
22.0,3.9685,-1.3,0.9842989166666668,0.992243888888889
23.0,3.967,-1.3001,0.9839378055555557,0.992243888888889
24.0,3.9659,-1.3,0.9835766666666668,0.992243888888889
25.0,3.9646,-1.3,0.9832155555555557,0.992243888888889
26.0,3.9632,-1.2999,0.9828544444444446,0.992243888888889
27.0,3.9618,-1.3,0.9824933611111113,0.992243888888889
28.0,3.9607,-1.2999,0.9821322500000002,0.992243888888889
29.0,3.9595,-1.3,0.9817711666666669,0.992243888888889
30.0,3.9585,-1.3,0.9814100555555557,0.992243888888889
31.0,3.9573,-1.3,0.9810489444444446,0.992243888888889
32.0,3.9561,-1.2999,0.9806878333333335,0.992243888888889
33.0,3.9546,-1.3,0.9803267500000001,0.992243888888889
34.0,3.9537,-1.3,0.979965638888889,0.992243888888889
35.0,3.9525,-1.2998,0.979604527777778,0.992243888888889
