Test_Time(s),Voltage(V),Current(A),remaining capacity,maximum capacity
0.0,4.0445,-1.3002,1.6103393888888893,1.6103393888888893
1.0,4.0284,-1.3001,1.6099782222222225,1.6103393888888893
2.0,4.0236,-1.3001,1.6096170833333336,1.6103393888888893
3.0,4.0204,-1.3001,1.6092559444444448,1.6103393888888893
4.0,4.0181,-1.3002,1.6088948055555559,1.6103393888888893
5.0,4.0159,-1.3002,1.6085336388888893,1.6103393888888893
6.0,4.0138,-1.3001,1.6081724722222226,1.6103393888888893
7.0,4.0123,-1.3001,1.6078113333333337,1.6103393888888893
8.0,4.0107,-1.3001,1.6074501944444448,1.6103393888888893
9.0,4.0094,-1.3,1.607089055555556,1.6103393888888893
10.0,4.0078,-1.3001,1.6067279444444449,1.6103393888888893
11.0,4.0066,-1.3001,1.606366805555556,1.6103393888888893
12.0,4.0051,-1.3001,1.606005666666667,1.6103393888888893
13.0,4.004,-1.3002,1.6056445277777782,1.6103393888888893
14.0,4.0028,-1.3001,1.6052833611111115,1.6103393888888893
15.0,4.0015,-1.3001,1.6049222222222226,1.6103393888888893
16.0,4.0004,-1.3001,1.6045610833333337,1.6103393888888893
17.0,3.9991,-1.3001,1.6041999444444448,1.6103393888888893
18.0,3.9983,-1.3002,1.603838805555556,1.6103393888888893
19.0,3.9973,-1.3002,1.6034776388888892,1.6103393888888893
20.0,3.9965,-1.3001,1.6031164722222226,1.6103393888888893
21.0,3.9955,-1.3002,1.6027553333333338,1.6103393888888893
22.0,3.9943,-1.3001,1.602394166666667,1.6103393888888893
23.0,3.9937,-1.3002,1.6020330277777781,1.6103393888888893
24.0,3.9928,-1.3002,1.6016718611111116,1.6103393888888893
25.0,3.9916,-1.2998,1.6013106944444448,1.6103393888888893
26.0,3.9909,-1.3001,1.6009496388888893,1.6103393888888893
27.0,3.9898,-1.3001,1.6005885000000004,1.6103393888888893
28.0,3.9891,-1.3001,1.6002273611111115,1.6103393888888893
29.0,3.9883,-1.3,1.5998662222222226,1.6103393888888893
30.0,3.9873,-1.3001,1.5995051111111116,1.6103393888888893
31.0,3.9865,-1.3001,1.5991439722222227,1.6103393888888893
32.0,3.986,-1.3001,1.5987828333333338,1.6103393888888893
33.0,3.9853,-1.3002,1.598421694444445,1.6103393888888893
