Test_Time(s),Voltage(V),Current(A),remaining capacity,maximum capacity
0.0,4.0803,-1.302,1.9543272500000002,1.9543272500000002
1.0,4.0472,-1.2999,1.9539655833333336,1.9543272500000002
2.0,4.0436,-1.2998,1.9536045000000002,1.9543272500000002
3.0,4.041,-1.2996,1.9532434444444446,1.9543272500000002
4.0,4.0387,-1.2997,1.9528824444444446,1.9543272500000002
5.0,4.037,-1.2996,1.952521416666667,1.9543272500000002
6.0,4.0352,-1.2997,1.9521604166666668,1.9543272500000002
7.0,4.0334,-1.2997,1.9517993888888892,1.9543272500000002
8.0,4.0321,-1.2998,1.9514383611111112,1.9543272500000002
9.0,4.031,-1.2999,1.9510773055555557,1.9543272500000002
10.0,4.0294,-1.2998,1.9507162222222223,1.9543272500000002
11.0,4.0281,-1.2999,1.9503551666666668,1.9543272500000002
12.0,4.0272,-1.2996,1.9499940833333336,1.9543272500000002
13.0,4.0259,-1.2998,1.9496330833333335,1.9543272500000002
14.0,4.0248,-1.2997,1.949272027777778,1.9543272500000002
15.0,4.0237,-1.2999,1.9489110000000003,1.9543272500000002
16.0,4.0226,-1.2997,1.9485499166666669,1.9543272500000002
17.0,4.0218,-1.2997,1.948188888888889,1.9543272500000002
18.0,4.0207,-1.2998,1.9478278611111113,1.9543272500000002
19.0,4.0198,-1.2999,1.9474668055555557,1.9543272500000002
20.0,4.0188,-1.2998,1.9471057222222223,1.9543272500000002
21.0,4.0179,-1.2999,1.9467446666666668,1.9543272500000002
22.0,4.017,-1.2999,1.9463835833333336,1.9543272500000002
23.0,4.0159,-1.2996,1.9460225000000002,1.9543272500000002
24.0,4.0152,-1.2996,1.9456615000000002,1.9543272500000002
25.0,4.0144,-1.2997,1.9453005,1.9543272500000002
26.0,4.0137,-1.2997,1.9449394722222224,1.9543272500000002
27.0,4.0127,-1.3,1.9445784444444447,1.9543272500000002
28.0,4.012,-1.2997,1.9442173333333335,1.9543272500000002
29.0,4.011,-1.2997,1.9438563055555558,1.9543272500000002
30.0,4.0105,-1.3,1.9434952777777779,1.9543272500000002
31.0,4.0097,-1.2998,1.9431341666666668,1.9543272500000002
32.0,4.009,-1.2998,1.9427731111111113,1.9543272500000002
33.0,4.008,-1.2998,1.9424120555555557,1.9543272500000002
34.0,4.0074,-1.2999,1.9420510000000002,1.9543272500000002
35.0,4.0067,-1.2997,1.9416899166666668,1.9543272500000002
36.0,4.0059,-1.2998,1.941328888888889,1.9543272500000002
37.0,4.0051,-1.2998,1.9409678333333336,1.9543272500000002
38.0,4.0046,-1.2998,1.940606777777778,1.9543272500000002
39.0,4.0037,-1.2998,1.9402457222222225,1.9543272500000002
40.0,4.0031,-1.2998,1.939884666666667,1.9543272500000002
41.0,4.0024,-1.2999,1.9395236111111114,1.9543272500000002
42.0,4.0019,-1.2998,1.939162527777778,1.9543272500000002
43.0,4.0013,-1.2998,1.9388014722222224,1.9543272500000002
44.0,4.0005,-1.2999,1.9384404166666669,1.9543272500000002
45.0,3.9999,-1.2997,1.9380793333333335,1.9543272500000002
46.0,3.9993,-1.2998,1.9377183055555558,1.9543272500000002
47.0,3.9988,-1.2998,1.9373572500000003,1.9543272500000002
48.0,3.9981,-1.2998,1.9369961944444447,1.9543272500000002
49.0,3.9975,-1.2997,1.9366351388888892,1.9543272500000002
50.0,3.9966,-1.2998,1.9362741111111113,1.9543272500000002
51.0,3.9964,-1.2998,1.9359130555555557,1.9543272500000002
52.0,3.9957,-1.2999,1.9355520000000002,1.9543272500000002
53.0,3.9951,-1.2996,1.9351909166666668,1.9543272500000002
54.0,3.9945,-1.2998,1.934829916666667,1.9543272500000002
55.0,3.9939,-1.2998,1.9344688611111114,1.9543272500000002
56.0,3.9936,-1.2997,1.9341078055555558,1.9543272500000002
57.0,3.9928,-1.2999,1.933746777777778,1.9543272500000002
58.0,3.9923,-1.2997,1.9333856944444445,1.9543272500000002
59.0,3.9918,-1.2998,1.9330246666666668,1.9543272500000002
60.0,3.9911,-1.2997,1.9326636111111113,1.9543272500000002
61.0,3.9906,-1.2998,1.9323025833333336,1.9543272500000002
62.0,3.9901,-1.2998,1.931941527777778,1.9543272500000002
63.0,3.9896,-1.2999,1.9315804722222225,1.9543272500000002
64.0,3.989,-1.2997,1.931219388888889,1.9543272500000002
65.0,3.9886,-1.2999,1.9308583611111112,1.9543272500000002
66.0,3.9882,-1.2997,1.930497277777778,1.9543272500000002
67.0,3.9876,-1.2998,1.93013625,1.9543272500000002
68.0,3.987,-1.2999,1.9297751944444446,1.9543272500000002
69.0,3.9865,-1.2998,1.9294141111111114,1.9543272500000002
70.0,3.9861,-1.2999,1.9290530555555558,1.9543272500000002
71.0,3.9855,-1.3001,1.9286919722222224,1.9543272500000002
72.0,3.9849,-1.3,1.9283308333333335,1.9543272500000002
73.0,3.9846,-1.2997,1.9279697222222225,1.9543272500000002
74.0,3.9839,-1.2997,1.9276086944444446,1.9543272500000002
75.0,3.9835,-1.2996,1.927247666666667,1.9543272500000002
76.0,3.9832,-1.2996,1.9268866666666669,1.9543272500000002
77.0,3.9826,-1.2997,1.9265256666666668,1.9543272500000002
78.0,3.9823,-1.2998,1.9261646388888891,1.9543272500000002
79.0,3.9817,-1.2998,1.9258035833333336,1.9543272500000002
80.0,3.9816,-1.2997,1.925442527777778,1.9543272500000002
81.0,3.9807,-1.2998,1.9250815000000001,1.9543272500000002
82.0,3.9804,-1.2999,1.9247204444444446,1.9543272500000002
83.0,3.98,-1.2998,1.9243593611111114,1.9543272500000002
84.0,3.9794,-1.2998,1.9239983055555558,1.9543272500000002
85.0,3.9792,-1.2999,1.92363725,1.9543272500000002
86.0,3.9786,-1.2997,1.923276166666667,1.9543272500000002
87.0,3.9782,-1.2999,1.922915138888889,1.9543272500000002
88.0,3.9779,-1.2999,1.9225540555555558,1.9543272500000002
89.0,3.9773,-1.2999,1.9221929722222224,1.9543272500000002
90.0,3.9769,-1.3,1.921831888888889,1.9543272500000002
91.0,3.9764,-1.2997,1.921470777777778,1.9543272500000002
92.0,3.9759,-1.2999,1.9211097500000003,1.9543272500000002
93.0,3.9757,-1.2996,1.9207486666666669,1.9543272500000002
94.0,3.9753,-1.2999,1.9203876666666668,1.9543272500000002
95.0,3.975,-1.2997,1.9200265833333334,1.9543272500000002
96.0,3.9746,-1.2998,1.9196655555555557,1.9543272500000002
97.0,3.9739,-1.2997,1.9193045000000002,1.9543272500000002
98.0,3.9737,-1.2997,1.9189434722222225,1.9543272500000002
99.0,3.9731,-1.2997,1.9185824444444446,1.9543272500000002
