Test_Time(s),Voltage(V),Current(A),remaining capacity,maximum capacity
0.0,4.067,-1.3013,1.6454651666666669,1.6454651666666669
1.0,4.052,-1.3001,1.6451036944444446,1.6454651666666669
2.0,4.0485,-1.3002,1.6447425555555557,1.6454651666666669
3.0,4.0456,-1.3002,1.6443813888888892,1.6454651666666669
4.0,4.0436,-1.3002,1.6440202222222224,1.6454651666666669
5.0,4.0418,-1.3002,1.6436590555555557,1.6454651666666669
6.0,4.0399,-1.3003,1.6432978888888892,1.6454651666666669
7.0,4.0381,-1.3001,1.6429366944444446,1.6454651666666669
8.0,4.0366,-1.3001,1.6425755555555557,1.6454651666666669
9.0,4.0356,-1.3002,1.6422144166666668,1.6454651666666669
10.0,4.0337,-1.3003,1.6418532500000003,1.6454651666666669
11.0,4.0326,-1.3001,1.6414920555555557,1.6454651666666669
12.0,4.0316,-1.3003,1.6411309166666668,1.6454651666666669
13.0,4.0303,-1.3001,1.6407697222222224,1.6454651666666669
14.0,4.0294,-1.3002,1.6404085833333335,1.6454651666666669
15.0,4.0283,-1.3002,1.6400474166666668,1.6454651666666669
16.0,4.0272,-1.3002,1.6396862500000002,1.6454651666666669
17.0,4.026,-1.3002,1.6393250833333335,1.6454651666666669
18.0,4.0249,-1.3001,1.638963916666667,1.6454651666666669
19.0,4.0241,-1.3002,1.638602777777778,1.6454651666666669
20.0,4.023,-1.3002,1.6382416111111113,1.6454651666666669
21.0,4.0224,-1.3002,1.6378804444444446,1.6454651666666669
22.0,4.0209,-1.3003,1.637519277777778,1.6454651666666669
23.0,4.0203,-1.3001,1.6371580833333335,1.6454651666666669
24.0,4.0192,-1.3002,1.6367969444444446,1.6454651666666669
25.0,4.0183,-1.3001,1.636435777777778,1.6454651666666669
26.0,4.0179,-1.3001,1.6360746388888892,1.6454651666666669
27.0,4.0169,-1.3001,1.6357135000000003,1.6454651666666669
28.0,4.0159,-1.3002,1.6353523611111114,1.6454651666666669
29.0,4.0154,-1.3002,1.6349911944444446,1.6454651666666669
30.0,4.0143,-1.3002,1.6346300277777779,1.6454651666666669
31.0,4.0136,-1.3001,1.6342688611111114,1.6454651666666669
32.0,4.0128,-1.3003,1.6339077222222225,1.6454651666666669
33.0,4.0121,-1.3002,1.6335465277777779,1.6454651666666669
34.0,4.0116,-1.3002,1.6331853611111113,1.6454651666666669
35.0,4.0105,-1.3002,1.6328241944444446,1.6454651666666669
36.0,4.0101,-1.3002,1.632463027777778,1.6454651666666669
37.0,4.0092,-1.3002,1.6321018611111113,1.6454651666666669
38.0,4.0083,-1.3002,1.6317406944444446,1.6454651666666669
39.0,4.008,-1.3001,1.631379527777778,1.6454651666666669
40.0,4.0069,-1.3003,1.6310183888888892,1.6454651666666669
41.0,4.0064,-1.3002,1.6306571944444446,1.6454651666666669
42.0,4.0058,-1.3002,1.630296027777778,1.6454651666666669
43.0,4.0053,-1.3002,1.6299348611111113,1.6454651666666669
44.0,4.0043,-1.3002,1.6295736944444446,1.6454651666666669
45.0,4.0035,-1.3002,1.629212527777778,1.6454651666666669
46.0,4.0034,-1.3002,1.6288513611111113,1.6454651666666669
47.0,4.0024,-1.3002,1.6284901944444445,1.6454651666666669
48.0,4.0019,-1.3002,1.628129027777778,1.6454651666666669
49.0,4.0012,-1.3002,1.6277678611111113,1.6454651666666669
50.0,4.0005,-1.3002,1.6274066944444447,1.6454651666666669
51.0,4.0,-1.3002,1.627045527777778,1.6454651666666669
52.0,3.9994,-1.3002,1.6266843611111113,1.6454651666666669
53.0,3.9988,-1.3001,1.6263231944444447,1.6454651666666669
54.0,3.9981,-1.3002,1.6259620555555558,1.6454651666666669
55.0,3.9975,-1.3001,1.625600888888889,1.6454651666666669
56.0,3.9969,-1.3001,1.6252397500000002,1.6454651666666669
57.0,3.9962,-1.3001,1.6248786111111113,1.6454651666666669
58.0,3.9956,-1.3002,1.6245174722222224,1.6454651666666669
59.0,3.9949,-1.3002,1.6241563055555557,1.6454651666666669
60.0,3.9948,-1.3002,1.6237951388888892,1.6454651666666669
61.0,3.9942,-1.3002,1.6234339722222224,1.6454651666666669
62.0,3.9935,-1.3002,1.6230728055555557,1.6454651666666669
63.0,3.9928,-1.3002,1.6227116388888891,1.6454651666666669
64.0,3.9924,-1.3002,1.6223504722222224,1.6454651666666669
65.0,3.9917,-1.3001,1.6219893055555556,1.6454651666666669
66.0,3.9914,-1.3002,1.6216281666666668,1.6454651666666669
67.0,3.9906,-1.3002,1.6212670000000002,1.6454651666666669
68.0,3.9901,-1.3001,1.6209058333333335,1.6454651666666669
69.0,3.9894,-1.3001,1.6205446944444446,1.6454651666666669
70.0,3.9892,-1.3002,1.6201835555555557,1.6454651666666669
71.0,3.9886,-1.3001,1.6198223888888892,1.6454651666666669
72.0,3.9881,-1.3002,1.6194612500000003,1.6454651666666669
73.0,3.9876,-1.3001,1.6191000833333336,1.6454651666666669
74.0,3.9872,-1.3001,1.6187389444444447,1.6454651666666669
75.0,3.9867,-1.3002,1.6183778055555558,1.6454651666666669
76.0,3.9859,-1.3001,1.618016638888889,1.6454651666666669
77.0,3.9854,-1.3001,1.6176555000000001,1.6454651666666669
78.0,3.985,-1.3002,1.6172943611111112,1.6454651666666669
79.0,3.9844,-1.3001,1.6169331944444447,1.6454651666666669
80.0,3.984,-1.3002,1.6165720555555558,1.6454651666666669
81.0,3.9837,-1.3002,1.616210888888889,1.6454651666666669
82.0,3.9832,-1.3002,1.6158497222222223,1.6454651666666669
83.0,3.9824,-1.3002,1.6154885555555558,1.6454651666666669
84.0,3.9819,-1.3001,1.615127388888889,1.6454651666666669
85.0,3.9815,-1.3001,1.6147662500000002,1.6454651666666669
86.0,3.9811,-1.3001,1.6144051111111113,1.6454651666666669
87.0,3.9808,-1.3002,1.6140439722222224,1.6454651666666669
88.0,3.9799,-1.3002,1.6136828055555557,1.6454651666666669
89.0,3.9796,-1.3002,1.6133216388888891,1.6454651666666669
90.0,3.9791,-1.3001,1.6129604722222224,1.6454651666666669
91.0,3.979,-1.3002,1.6125993333333335,1.6454651666666669
92.0,3.9783,-1.3002,1.6122381666666667,1.6454651666666669
93.0,3.978,-1.3002,1.6118770000000002,1.6454651666666669
94.0,3.9774,-1.3002,1.6115158333333335,1.6454651666666669
95.0,3.977,-1.3002,1.6111546666666667,1.6454651666666669
96.0,3.9767,-1.3002,1.6107935000000002,1.6454651666666669
97.0,3.976,-1.3002,1.6104323333333335,1.6454651666666669
98.0,3.9757,-1.3002,1.610071166666667,1.6454651666666669
99.0,3.9752,-1.3002,1.6097100000000002,1.6454651666666669
100.0,3.9747,-1.3002,1.6093488333333335,1.6454651666666669
101.0,3.9747,-1.3002,1.608987666666667,1.6454651666666669
102.0,3.974,-1.3001,1.6086265000000002,1.6454651666666669
103.0,3.9736,-1.3002,1.6082653611111113,1.6454651666666669
104.0,3.973,-1.3002,1.6079041944444445,1.6454651666666669
105.0,3.9729,-1.3001,1.607543027777778,1.6454651666666669
106.0,3.9721,-1.3001,1.6071818888888891,1.6454651666666669
107.0,3.9718,-1.3001,1.6068207500000002,1.6454651666666669
108.0,3.9713,-1.3002,1.6064596111111114,1.6454651666666669
109.0,3.9709,-1.3002,1.6060984444444446,1.6454651666666669
110.0,3.9708,-1.3001,1.6057372777777779,1.6454651666666669
111.0,3.9701,-1.3002,1.605376138888889,1.6454651666666669
112.0,3.9696,-1.3002,1.6050149722222224,1.6454651666666669
113.0,3.9693,-1.3003,1.6046538055555557,1.6454651666666669
114.0,3.9688,-1.3002,1.6042926111111113,1.6454651666666669
115.0,3.9685,-1.3002,1.6039314444444446,1.6454651666666669
116.0,3.9681,-1.3003,1.603570277777778,1.6454651666666669
117.0,3.9679,-1.3002,1.6032090833333335,1.6454651666666669
118.0,3.9674,-1.3002,1.602847916666667,1.6454651666666669
119.0,3.967,-1.3002,1.6024867500000002,1.6454651666666669
120.0,3.9667,-1.3003,1.6021255833333334,1.6454651666666669
121.0,3.9663,-1.3002,1.601764388888889,1.6454651666666669
122.0,3.9659,-1.3002,1.6014032222222223,1.6454651666666669
123.0,3.9655,-1.3002,1.6010420555555558,1.6454651666666669
124.0,3.9652,-1.3002,1.600680888888889,1.6454651666666669
125.0,3.9648,-1.3002,1.6003197222222223,1.6454651666666669
126.0,3.9643,-1.3002,1.5999585555555558,1.6454651666666669
127.0,3.9639,-1.3003,1.599597388888889,1.6454651666666669
128.0,3.9638,-1.3002,1.5992361944444446,1.6454651666666669
129.0,3.9631,-1.3003,1.598875027777778,1.6454651666666669
130.0,3.9629,-1.3002,1.5985138333333335,1.6454651666666669
131.0,3.9627,-1.3002,1.5981526666666668,1.6454651666666669
132.0,3.9621,-1.3002,1.5977915000000003,1.6454651666666669
133.0,3.9616,-1.3002,1.5974303333333335,1.6454651666666669
134.0,3.9614,-1.3002,1.5970691666666668,1.6454651666666669
135.0,3.9611,-1.3001,1.5967080000000002,1.6454651666666669
136.0,3.9607,-1.3002,1.5963468611111113,1.6454651666666669
137.0,3.9602,-1.3001,1.5959856944444446,1.6454651666666669
138.0,3.9598,-1.3001,1.5956245555555557,1.6454651666666669
139.0,3.9597,-1.3002,1.5952634166666668,1.6454651666666669
140.0,3.9593,-1.3002,1.5949022500000003,1.6454651666666669
141.0,3.9587,-1.3002,1.5945410833333336,1.6454651666666669
142.0,3.9585,-1.3002,1.5941799166666668,1.6454651666666669
143.0,3.9581,-1.3002,1.5938187500000003,1.6454651666666669
144.0,3.9577,-1.3002,1.5934575833333335,1.6454651666666669
145.0,3.9575,-1.3002,1.5930964166666668,1.6454651666666669
146.0,3.957,-1.3001,1.5927352500000003,1.6454651666666669
147.0,3.9567,-1.3002,1.5923741111111114,1.6454651666666669
148.0,3.9563,-1.3002,1.5920129444444446,1.6454651666666669
149.0,3.9558,-1.3002,1.5916517777777779,1.6454651666666669
150.0,3.9558,-1.3002,1.5912906111111114,1.6454651666666669
151.0,3.9554,-1.3002,1.5909294444444446,1.6454651666666669
152.0,3.955,-1.3002,1.5905682777777779,1.6454651666666669
153.0,3.9546,-1.3002,1.5902071111111113,1.6454651666666669
154.0,3.9543,-1.3002,1.5898459444444446,1.6454651666666669
155.0,3.9538,-1.3002,1.5894847777777779,1.6454651666666669
156.0,3.9534,-1.3002,1.5891236111111113,1.6454651666666669
157.0,3.9534,-1.3002,1.5887624444444446,1.6454651666666669
158.0,3.953,-1.3003,1.588401277777778,1.6454651666666669
159.0,3.9524,-1.3001,1.5880400833333335,1.6454651666666669
160.0,3.9524,-1.3002,1.5876789444444446,1.6454651666666669
161.0,3.9518,-1.3001,1.587317777777778,1.6454651666666669
162.0,3.9517,-1.3002,1.5869566388888892,1.6454651666666669
163.0,3.9514,-1.3002,1.5865954722222224,1.6454651666666669
164.0,3.951,-1.3001,1.5862343055555557,1.6454651666666669
165.0,3.9505,-1.3002,1.5858731666666668,1.6454651666666669
166.0,3.9503,-1.3002,1.5855120000000003,1.6454651666666669
167.0,3.9501,-1.3001,1.5851508333333335,1.6454651666666669
168.0,3.9498,-1.3002,1.5847896944444446,1.6454651666666669
169.0,3.9494,-1.3002,1.5844285277777779,1.6454651666666669
170.0,3.9492,-1.3002,1.5840673611111113,1.6454651666666669
171.0,3.9489,-1.3001,1.5837061944444446,1.6454651666666669
172.0,3.9484,-1.3002,1.5833450555555557,1.6454651666666669
173.0,3.9481,-1.3001,1.582983888888889,1.6454651666666669
174.0,3.948,-1.3002,1.58262275,1.6454651666666669
175.0,3.9474,-1.3001,1.5822615833333336,1.6454651666666669
176.0,3.9471,-1.3002,1.5819004444444447,1.6454651666666669
177.0,3.947,-1.3002,1.581539277777778,1.6454651666666669
178.0,3.9466,-1.3002,1.5811781111111114,1.6454651666666669
179.0,3.9463,-1.3002,1.5808169444444446,1.6454651666666669
180.0,3.9459,-1.3002,1.580455777777778,1.6454651666666669
181.0,3.9455,-1.3002,1.5800946111111114,1.6454651666666669
182.0,3.9452,-1.3001,1.5797334444444446,1.6454651666666669
183.0,3.9448,-1.3002,1.5793723055555557,1.6454651666666669
184.0,3.9448,-1.3001,1.579011138888889,1.6454651666666669
185.0,3.9442,-1.3002,1.57865,1.6454651666666669
186.0,3.9441,-1.3002,1.5782888333333336,1.6454651666666669
187.0,3.9437,-1.3002,1.5779276666666668,1.6454651666666669
188.0,3.9433,-1.3001,1.5775665,1.6454651666666669
189.0,3.9432,-1.3003,1.5772053611111112,1.6454651666666669
190.0,3.9427,-1.3002,1.5768441666666668,1.6454651666666669
191.0,3.9425,-1.3002,1.576483,1.6454651666666669
192.0,3.9422,-1.3001,1.5761218333333336,1.6454651666666669
193.0,3.9419,-1.3001,1.5757606944444447,1.6454651666666669
194.0,3.9417,-1.3002,1.5753995555555558,1.6454651666666669
195.0,3.9411,-1.3002,1.575038388888889,1.6454651666666669
196.0,3.9409,-1.3002,1.5746772222222225,1.6454651666666669
197.0,3.9407,-1.3002,1.5743160555555558,1.6454651666666669
198.0,3.9401,-1.3002,1.573954888888889,1.6454651666666669
199.0,3.9401,-1.3002,1.5735937222222225,1.6454651666666669
200.0,3.9398,-1.3002,1.5732325555555557,1.6454651666666669
201.0,3.9395,-1.3002,1.572871388888889,1.6454651666666669
202.0,3.9393,-1.3002,1.5725102222222225,1.6454651666666669
203.0,3.9392,-1.3002,1.5721490555555557,1.6454651666666669
204.0,3.9387,-1.3002,1.571787888888889,1.6454651666666669
205.0,3.9385,-1.3001,1.5714267222222225,1.6454651666666669
206.0,3.9379,-1.3002,1.5710655833333336,1.6454651666666669
207.0,3.9378,-1.3002,1.5707044166666668,1.6454651666666669
208.0,3.9376,-1.3001,1.57034325,1.6454651666666669
209.0,3.937,-1.3002,1.5699821111111114,1.6454651666666669
210.0,3.9369,-1.3001,1.5696209444444447,1.6454651666666669
211.0,3.9366,-1.3001,1.5692598055555558,1.6454651666666669
212.0,3.9363,-1.3,1.5688986666666669,1.6454651666666669
213.0,3.936,-1.3002,1.5685375555555559,1.6454651666666669
214.0,3.9357,-1.3002,1.568176388888889,1.6454651666666669
215.0,3.9355,-1.3001,1.5678152222222224,1.6454651666666669
216.0,3.9349,-1.3001,1.5674540833333335,1.6454651666666669
217.0,3.9349,-1.3002,1.5670929444444446,1.6454651666666669
218.0,3.9343,-1.3002,1.566731777777778,1.6454651666666669
219.0,3.9343,-1.3002,1.5663706111111113,1.6454651666666669
220.0,3.9342,-1.3002,1.5660094444444446,1.6454651666666669
221.0,3.9337,-1.3001,1.565648277777778,1.6454651666666669
222.0,3.9335,-1.3002,1.5652871388888892,1.6454651666666669
223.0,3.9331,-1.3002,1.5649259722222224,1.6454651666666669
224.0,3.9328,-1.3002,1.5645648055555557,1.6454651666666669
225.0,3.9325,-1.3001,1.5642036388888891,1.6454651666666669
226.0,3.9321,-1.3002,1.5638425000000002,1.6454651666666669
227.0,3.9323,-1.3003,1.5634813333333335,1.6454651666666669
228.0,3.9315,-1.3003,1.5631201388888891,1.6454651666666669
229.0,3.9314,-1.3002,1.5627589444444445,1.6454651666666669
230.0,3.9314,-1.3002,1.562397777777778,1.6454651666666669
231.0,3.9306,-1.3002,1.5620366111111113,1.6454651666666669
232.0,3.9307,-1.3001,1.5616754444444445,1.6454651666666669
233.0,3.9301,-1.3001,1.5613143055555558,1.6454651666666669
234.0,3.9298,-1.3003,1.5609531666666667,1.6454651666666669
235.0,3.9299,-1.3002,1.5605919722222223,1.6454651666666669
236.0,3.9294,-1.3002,1.5602308055555558,1.6454651666666669
237.0,3.9291,-1.3002,1.559869638888889,1.6454651666666669
238.0,3.9289,-1.3001,1.5595084722222223,1.6454651666666669
239.0,3.9287,-1.3001,1.5591473333333334,1.6454651666666669
240.0,3.9283,-1.3001,1.5587861944444446,1.6454651666666669
241.0,3.9281,-1.3002,1.5584250555555557,1.6454651666666669
242.0,3.9278,-1.3002,1.5580638888888891,1.6454651666666669
243.0,3.9274,-1.3002,1.5577027222222224,1.6454651666666669
244.0,3.9273,-1.3001,1.5573415555555556,1.6454651666666669
245.0,3.9271,-1.3002,1.5569804166666668,1.6454651666666669
246.0,3.9268,-1.3002,1.5566192500000002,1.6454651666666669
247.0,3.9264,-1.3003,1.5562580833333335,1.6454651666666669
248.0,3.9262,-1.3002,1.555896888888889,1.6454651666666669
249.0,3.9259,-1.3002,1.5555357222222224,1.6454651666666669
250.0,3.9257,-1.3002,1.5551745555555558,1.6454651666666669
251.0,3.9252,-1.3002,1.554813388888889,1.6454651666666669
252.0,3.9249,-1.3002,1.5544522222222223,1.6454651666666669
253.0,3.9245,-1.3002,1.5540910555555558,1.6454651666666669
254.0,3.9246,-1.3002,1.553729888888889,1.6454651666666669
255.0,3.9242,-1.3002,1.5533687222222223,1.6454651666666669
256.0,3.924,-1.3002,1.5530075555555558,1.6454651666666669
257.0,3.9236,-1.3002,1.552646388888889,1.6454651666666669
258.0,3.9234,-1.3002,1.5522852222222223,1.6454651666666669
259.0,3.9231,-1.3002,1.5519240555555558,1.6454651666666669
260.0,3.9229,-1.3002,1.551562888888889,1.6454651666666669
261.0,3.9226,-1.3002,1.5512017222222223,1.6454651666666669
262.0,3.9224,-1.3001,1.5508405555555558,1.6454651666666669
263.0,3.9222,-1.3003,1.5504794166666669,1.6454651666666669
264.0,3.9218,-1.3002,1.5501182222222225,1.6454651666666669
265.0,3.9215,-1.3002,1.5497570555555558,1.6454651666666669
